game,avg_playtime
"The Plan",0.461538461538462
8BitMMO,0.455555555555556
Stormrise,0.45
Saira,0.45
"Real Horror Stories Ultimate Edition",0.45
C9,0.45
Auditorium,0.45
"Afterfall InSanity - Dirty Arena Edition",0.45
Xam,0.45
Sideway,0.45
"Mitsurugi Kamui Hikae",0.45
"Immortal Empire",0.45
Daikatana,0.45
AquaNox,0.45
Proteus,0.445454545454545
"Shadow Warrior Classic (1997)",0.44
"The Path - Prologue",0.433333333333333
"Tank Universal",0.433333333333333
"Evolution RTS",0.433333333333333
"Aeon Command",0.433333333333333
"Among Ripples",0.425
"Copa Petrobras de Marcas",0.40625
"Samorost 2",0.4
"iBomber Attack",0.4
Yosumin!,0.4
"Wrath of Athena",0.4
"Watchmen The End Is Nigh",0.4
Violett,0.4
"Turok Dinosaur Hunter",0.4
"The Cat and the Coup",0.4
"Super Hipster Lumberjack",0.4
"Still Life",0.4
"Sonic and SEGA All Stars Racing",0.4
"Sniper Elite Zombie Army 2",0.4
Snapshot,0.4
SiN,0.4
"Seven Kingdoms 2 HD",0.4
"Rustbucket Rumble",0.4
"Rise of the Argonauts",0.4
"Reverse Crawl",0.4
"Reveal The Deep",0.4
"Razor2 Hidden Skies",0.4
"Psycho Starship Rampage",0.4
"Pink Hour",0.4
Particulars,0.4
"One Night",0.4
"Numba Deluxe",0.4
"Montague's Mount",0.4
Lucidity,0.4
"Lost Lands A Hidden Object Adventure",0.4
"Lili Child of Geos",0.4
"Invisible Apartment",0.4
"International Snooker",0.4
INK,0.4
"Gumboy Crazy Features",0.4
GUN,0.4
"Fork Parker's Holiday Profit Hike",0.4
"EverQuest Secrets of Faydwer",0.4
"European Ship Simulator",0.4
"Dream Pinball 3D",0.4
"Dark Void",0.4
"Clergy Splode",0.4
"Championship Manager 2008",0.4
"Broken Sword 3 - the Sleeping Dragon",0.4
"Bientt l't",0.4
"Battlegrounds of Eldhelm",0.4
"BIT.TRIP VOID",0.4
Astebreed,0.4
"American Conquest - Fight Back",0.4
"Alone in the Dark",0.4
Akuatica,0.4
"Akaneiro Demon Hunters",0.4
AR-K,0.4
APOX,0.4
"The Vanishing of Ethan Carter Redux",0.4
"Swarm Arena",0.4
"Jolly Rover",0.4
"Faces of War",0.4
0RBITALIS,0.4
"Codename Gordon",0.390909090909091
"World of Soccer online",0.385714285714286
"Serious Sam Double D XXL",0.375
"Painkiller Overdose",0.375
"Tom Clancy's Ghost Recon Advanced Warfighter 2",0.366666666666667
"Passing Pineview Forest",0.36
"Shadow Puppeteer",0.35
"Lineage II",0.35
"Larva Mortus",0.35
Famaze,0.35
"Commander Conquest of the Americas Gold",0.35
Cloudbuilt,0.35
"Aces Wild Manic Brawling Action!",0.35
Aberoth,0.35
"Savant - Ascent",0.34
"Wasteland Angel",0.333333333333333
"Total Annihilation",0.333333333333333
"Subspace Continuum",0.333333333333333
"Disciples II Rise of the Elves",0.333333333333333
"Chaos Heroes Online",0.333333333333333
"Avadon The Black Fortress",0.333333333333333
"Haunted Memories",0.331818181818182
"Victory Command",0.32
"Grand Theft Auto",0.32
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald A Whirlwind Heist",0.32
KAMI,0.3
"Game Character Hub",0.3
"Feeding Frenzy 2 Shipwreck Showdown Deluxe",0.3
"Aqua Kitty - Milk Mine Defender",0.3
"Wolfenstein 3D Spear of Destiny",0.3
"Trucks & Trailers",0.3
"Thief Town",0.3
"The Yawhg",0.3
"The UnderGarden",0.3
"The Entente Gold",0.3
"The Egyptian Prophecy The Fate of Ramses",0.3
"The Collider",0.3
"The Bug Butcher",0.3
"Take Command Second Manassas",0.3
"Sublevel Zero",0.3
"Shantae Risky's Revenge - Director's Cut",0.3
"Shadow Man",0.3
"Second Chance Heroes",0.3
"Season Match 3 - Curse of the Witch Crow",0.3
"Romance of the Three Kingdoms Maker",0.3
"Rogue's Tale",0.3
RoboBlitz,0.3
"Ride! Carnival Tycoon",0.3
"Rhythm Zone",0.3
"Red Stone Online",0.3
"RACE Caterham Expansion",0.3
R.O.O.T.S,0.3
"Pyramid Raid",0.3
"Puzzle Bots",0.3
ProtoGalaxy,0.3
"Probably Archery",0.3
"Pacific Storm Allies",0.3
"PT Boats South Gambit",0.3
"PC Gamer",0.3
"Original War",0.3
"Organic Panic",0.3
"Operation Z",0.3
"Neighbours from Hell 2",0.3
"Necronomicon The Dawning of Darkness",0.3
"Maszyny Rolnicze 2015",0.3
MURI,0.3
"Leo's Fortune",0.3
"Legend of Fae",0.3
"Lamia Must Die",0.3
"Kill The Bad Guy",0.3
"Gundemonium Recollection",0.3
GundeadliGne,0.3
"Ghostbusters Sanctum of Slime",0.3
"Games of Glory",0.3
GASP,0.3
"Frozen Free Fall Snowball Fight",0.3
"Fist Puncher",0.3
Fingerbones,0.3
"EverQuest Seeds of Destruction",0.3
"Eurofighter Typhoon",0.3
Etherium,0.3
Escape,0.3
"Electric Highways",0.3
"East India Company Privateer",0.3
ENKI,0.3
"Dungeon Party",0.3
Driftmoon,0.3
"Diaper Dash",0.3
"Death Skid Marks",0.3
"Crouching Pony Hidden Dragon",0.3
Coniclysm,0.3
"Condemned Criminal Origins",0.3
"Colonial Conquest",0.3
Coil,0.3
"Clickteam Fusion 2.5",0.3
Chrome,0.3
"BloodLust Shadowhunter",0.3
"Blackwell Convergence",0.3
"Aveyond 3-2 Gates of Night",0.3
"Asteroids Outpost",0.3
"Another Perspective",0.3
Angvik,0.3
"American Conquest",0.3
"Adventure Time  Explore the Dungeon Because I DONT KNOW!",0.3
"A Valley Without Wind 2",0.3
9.03m,0.3
"3089 -- Futuristic Action RPG",0.3
"The Way of Life Free Edition",0.295238095238095
"WORLD END ECONOMiCA episode.01",0.275
"Space Hack",0.275
"Bionic Commando Rearmed",0.275
"Battle Battalions",0.275
"The Ship Tutorial",0.271428571428571
"how do you Do It?",0.266666666666667
"Wolfenstein 3D",0.266666666666667
"Pink Heaven",0.266666666666667
DisplayFusion,0.266666666666667
"Carpe Diem",0.266666666666667
"Color Symphony",0.26
"the static speaks my name",0.25
inMomentum,0.25
"World War II Panzer Claws",0.25
"War of Beach",0.25
"Vertiginous Golf",0.25
"Tom Clancy's Ghost Recon",0.25
"The Old Tree",0.25
"The 7th Guest",0.25
"TDP5 Arena 3D",0.25
"Serious Sam The Random Encounter",0.25
"SEGA Bass Fishing",0.25
"Myst V",0.25
"Firefly Online Cortex",0.25
"Deus Ex Revision",0.25
"BIT.TRIP FATE",0.25
"Running Shadow",0.244444444444444
"Let the Cat In",0.24
HIT,0.24
"Fiesta Online NA",0.233333333333333
Dethroned!,0.233333333333333
"Arma 2 British Armed Forces",0.233333333333333
"Plug & Play",0.225
"Bus Driver",0.216666666666667
"Clown House (Palyao Evi)",0.214285714285714
oO,0.2
"aerofly RC 7",0.2
"YOU DON'T KNOW JACK Vol. 2",0.2
"World Basketball Manager 2010",0.2
"Without Within",0.2
"Who's That Flying?!",0.2
"Westward 3",0.2
Waves,0.2
"Warehouse and Logistics Simulator",0.2
"Universal Combat CE",0.2
"Tobe's Vertical Adventure",0.2
"Theatre of War 2 Kursk 1943 ",0.2
"The Stalin Subway",0.2
"The Graveyard",0.2
"The Flame in the Flood",0.2
"Terrain Test",0.2
"TRI Of Friendship and Madness",0.2
"Space Siege",0.2
"Serious Sam Classics Revolution",0.2
Scoregasm,0.2
"Science Girls",0.2
"Schrdinger's Cat and the Raiders of the Lost Quark",0.2
"Samantha Swift and the Golden Touch",0.2
"Saints Row The Third - Initiation Station",0.2
"Runaway A Twist of Fate",0.2
"RIP 3 The Last Hero",0.2
"Quake Mission Pack 1 Scourge of Armagon",0.2
Pyroblazer,0.2
"Psychonauts Demo",0.2
"Pretty Girls Mahjong Solitaire",0.2
Orborun,0.2
"One Late Night Deadline",0.2
"Oceanhorn Monster of Uncharted Seas",0.2
"NBA 2K11",0.2
"Mortal Kombat Legacy II - Ep. 1 Reunited in Macau",0.2
"Monster Bash",0.2
"Max Gentlemen",0.2
"Magicka Wizards of the Square Tablet",0.2
"Life of Pixel",0.2
"Legacy of Kain Soul Reaver 2",0.2
"Last Knight Rogue Rider Edition",0.2
"LA Cops",0.2
Kingdoms,0.2
"Jacob Jones and the Bigfoot Mystery  Episode 2",0.2
"Infect and Destroy",0.2
Immune,0.2
Ignite,0.2
"Hitogata Happa",0.2
"Heroes and Titans Online",0.2
"Haunted House",0.2
Haunted,0.2
"GridRunner Revolution",0.2
Gateways,0.2
"Freddi Fish and Luther's Maze Madness",0.2
"Flora's Fruit Farm",0.2
"Ethan Meteor Hunter",0.2
"Esenthel Engine",0.2
Eradicator,0.2
"English Country Tune",0.2
Eidolon,0.2
"Echo of the Wilds",0.2
"Dynamite Jack",0.2
"Dungeonbowl Knockout Edition",0.2
"Depths of Peril",0.2
David.,0.2
"Dark Void Zero",0.2
Damnation,0.2
"Curse The Eye of Isis",0.2
Crowntakers,0.2
"Critter Crunch",0.2
"Cosmic Osmo",0.2
"Commandos Beyond the Call of Duty",0.2
"Civil War II",0.2
"Bloodwood Reload",0.2
"Black Viper Sophia's Fate",0.2
"Babel Rising",0.2
"Arcane Worlds",0.2
"Afterlife Empire",0.2
Abducted,0.2
"Tales Runner",0.2
"Combat Wings Battle of Britain",0.2
"Metaverse Construction Kit",0.166666666666667
"Chaos Domain",0.166666666666667
"Gladiators Online Death Before Dishonor",0.16
Walkover,0.15
"The Banner Saga Factions",0.15
Roogoo,0.15
Praetorians,0.15
"Descent 2",0.15
"Astro Lords",0.15
"Darkwind War on Wheels",0.14
"PAYDAY The Web Series - Episode 1",0.133333333333333
"planetarian ~the reverie of a little planet~",0.1
hocus,0.1
"Your Doodles Are Bugged!",0.1
"Wildlife Park 2 - Marine World",0.1
"Vigil Blood Bitterness",0.1
"Victory At Sea",0.1
"Urizen Shadows of the Cold",0.1
"Unity of Command",0.1
"Tiamat X",0.1
"The Fish Fillets 2",0.1
"Space Warp",0.1
Slip,0.1
"Shan Gui",0.1
Sandmason,0.1
Rexaura,0.1
"Realms of the Haunting",0.1
"Real Warfare",0.1
"Quarries of Scred",0.1
"Quake Mission Pack 2 Dissolution of Eternity",0.1
"One Way To Die Steam Edition",0.1
"Ohm Studio",0.1
Oh...Sir!,0.1
"Mr. Robot",0.1
"Little Big Adventure 2",0.1
"Killing Floor Beta",0.1
"Inside a Star-filled Sky ",0.1
"Hyper Fighters",0.1
"Huntsman - The Orphanage Halloween Edition",0.1
"HeXen Beyond Heretic",0.1
Habitat,0.1
"Guardians of Orion",0.1
"Greed Black Border",0.1
"Formula Fusion",0.1
"Final Slam 2",0.1
"Final Hours of Titanfall",0.1
"Farm Machines Championships 2014",0.1
FLOCK!,0.1
"Epic Cards Battle(TCG)",0.1
"Electronic Super Joy Groove City",0.1
"Diamond Dan",0.1
"Dark Echo",0.1
D.U.S.T.,0.1
"Critical Mass",0.1
"Chrome Specforce",0.1
"Carnage Racing",0.1
CRYENGINE,0.1
BlazeRush,0.1
"Battle Academy 2 Eastern Front",0.1
"BIT.TRIP CORE",0.1
B.U.T.T.O.N.,0.1
Anachronox,0.1
"Alter World",0.1
"Alien Shooter Revisited",0.1
"Agricultural Simulator 2011 Extended Edition",0.1
"A-Train 8",0.1
"1000 Amps",0.1
